source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,307.69558716,,,,,,,,,,,,,,85.551300049,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,307.84758716,,,,,,,,,,,,,,91.043571472,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,307.99958716,,,,,,,,,,,,,,88.824432373,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.15158716,,,,,,,,,,,,,,87.894889832,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.30358716,,,,,,,,,,,,,,81.885818481,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.45558716,,,,,,,,,,,,,,83.916748047,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.60758716,,,,,,,,,,,,,,87.3698349,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.75958716,,,,,,,,,,,,,,92.24949646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,308.91158716,,,,,,,,,,,,,,87.12512207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.06358716,,,,,,,,,,,,,,85.844856262,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.21558716,,,,,,,,,,,,,,88.5051651,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.36758716,,,,,,,,,,,,,,92.998718262,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.51958716,,,,,,,,,,,,,,100.12064362,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.67158716,,,,,,,,,,,,,,95.558425903,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.82358716,,,,,,,,,,,,,,93.183242798,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,309.97558716,,,,,,,,,,,,,,82.622451782,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.12758716,,,,,,,,,,,,,,80.668312073,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.27958716,,,,,,,,,,,,,,79.081573486,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.43158716,,,,,,,,,,,,,,73.905349731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.58358716,,,,,,,,,,,,,,74.595222473,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.73558716,,,,,,,,,,,,,,80.270935059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,310.88758716,,,,,,,,,,,,,,88.255531311,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.03958716,,,,,,,,,,,,,,91.609336853,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.19158716,,,,,,,,,,,,,,90.047843933,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.34358716,,,,,,,,,,,,,,88.83216095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.49558716,,,,,,,,,,,,,,90.450950623,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.64758716,,,,,,,,,,,,,,93.078903198,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.79958716,,,,,,,,,,,,,,91.867584229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,311.95158716,,,,,,,,,,,,,,90.176902771,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.10358716,,,,,,,,,,,,,,87.580917358,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.25558716,,,,,,,,,,,,,,93.597572327,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.40758716,,,,,,,,,,,,,,86.129623413,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.55958716,,,,,,,,,,,,,,82.917396545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.71158716,,,,,,,,,,,,,,76.056488037,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,312.86358716,,,,,,,,,,,,,,78.759185791,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.01558716,,,,,,,,,,,,,,79.907585144,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.16758716,,,,,,,,,,,,,,81.25553894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.31958716,,,,,,,,,,,,,,81.297134399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.47158716,,,,,,,,,,,,,,83.749290466,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.62358716,,,,,,,,,,,,,,83.599311829,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.77558716,,,,,,,,,,,,,,83.609542847,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,313.92758716,,,,,,,,,,,,,,81.537414551,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.07958716,,,,,,,,,,,,,,78.45589447,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.23158716,,,,,,,,,,,,,,77.315910339,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.38358716,,,,,,,,,,,,,,77.257766724,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.53558716,,,,,,,,,,,,,,78.230636597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.68758716,,,,,,,,,,,,,,80.735076904,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.83958716,,,,,,,,,,,,,,82.647720337,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,314.99158716,,,,,,,,,,,,,,81.146255493,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.14358716,,,,,,,,,,,,,,79.924468994,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.29558716,,,,,,,,,,,,,,80.208229065,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.44758716,,,,,,,,,,,,,,87.726554871,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.59958716,,,,,,,,,,,,,,89.826210022,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.75158716,,,,,,,,,,,,,,87.6121521,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,315.90358716,,,,,,,,,,,,,,82.954299927,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.05558716,,,,,,,,,,,,,,79.925209045,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.20758716,,,,,,,,,,,,,,83.751449585,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.35958716,,,,,,,,,,,,,,87.149398804,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.51158716,,,,,,,,,,,,,,90.670524597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.66358716,,,,,,,,,,,,,,87.82635498,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.81558716,,,,,,,,,,,,,,82.638809204,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,316.96758716,,,,,,,,,,,,,,79.814674377,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.11958716,,,,,,,,,,,,,,76.769607544,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.27158716,,,,,,,,,,,,,,80.420417786,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.42358716,,,,,,,,,,,,,,82.087158203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.57558716,,,,,,,,,,,,,,86.339485168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.72758716,,,,,,,,,,,,,,85.573455811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,317.87958716,,,,,,,,,,,,,,83.372550964,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.03158716,,,,,,,,,,,,,,84.13948822,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.18358716,,,,,,,,,,,,,,84.855392456,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.33558716,,,,,,,,,,,,,,85.657180786,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.48758716,,,,,,,,,,,,,,80.655822754,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.63958716,,,,,,,,,,,,,,80.541603088,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.79158716,,,,,,,,,,,,,,84.173706055,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,318.94358716,,,,,,,,,,,,,,86.462928772,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.09558716,,,,,,,,,,,,,,85.779380798,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.24758716,,,,,,,,,,,,,,83.675437927,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.39958716,,,,,,,,,,,,,,87.652694702,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.55158716,,,,,,,,,,,,,,90.559700012,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.70358716,,,,,,,,,,,,,,88.133674622,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,319.85558716,,,,,,,,,,,,,,85.464889526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.00758716,,,,,,,,,,,,,,83.302848816,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.15958716,,,,,,,,,,,,,,81.813423157,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.31158716,,,,,,,,,,,,,,79.742080688,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.46358716,,,,,,,,,,,,,,74.895423889,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.61558716,,,,,,,,,,,,,,74.837249756,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.76758716,,,,,,,,,,,,,,75.186676025,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,320.91958716,,,,,,,,,,,,,,75.840629578,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.07158716,,,,,,,,,,,,,,75.200454712,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.22358716,,,,,,,,,,,,,,75.507606506,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.37558716,,,,,,,,,,,,,,76.740318298,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.52758716,,,,,,,,,,,,,,82.614021301,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.67958716,,,,,,,,,,,,,,84.665542603,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.83158716,,,,,,,,,,,,,,86.144943237,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,321.98358716,,,,,,,,,,,,,,84.007392883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.13558716,,,,,,,,,,,,,,81.966384888,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.28758716,,,,,,,,,,,,,,82.126152039,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.43958716,,,,,,,,,,,,,,83.793708801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.59158716,,,,,,,,,,,,,,85.49395752,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.74358716,,,,,,,,,,,,,,83.835289001,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,322.89558716,,,,,,,,,,,,,,83.85458374,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.04758716,,,,,,,,,,,,,,84.665802002,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.19958716,,,,,,,,,,,,,,88.370361328,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.35158716,,,,,,,,,,,,,,85.442764282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.50358716,,,,,,,,,,,,,,80.197212219,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.65558716,,,,,,,,,,,,,,79.954719543,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.80758716,,,,,,,,,,,,,,80.586837769,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,323.95958716,,,,,,,,,,,,,,85.460601807,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.11158716,,,,,,,,,,,,,,89.775527954,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.26358716,,,,,,,,,,,,,,92.241905212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.41558716,,,,,,,,,,,,,,92.2579422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.56758716,,,,,,,,,,,,,,87.370483398,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.71958716,,,,,,,,,,,,,,84.946708679,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,324.87158716,,,,,,,,,,,,,,83.639892578,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.02358716,,,,,,,,,,,,,,82.063179016,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.17558716,,,,,,,,,,,,,,83.753623962,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.32758716,,,,,,,,,,,,,,85.785270691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.47958716,,,,,,,,,,,,,,86.807769775,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.63158716,,,,,,,,,,,,,,87.720024109,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.78358716,,,,,,,,,,,,,,85.838653564,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-5.las,35/9-5,325.93558716,,,,,,,,,,,,,,85.862312317,,,,,,
