source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.0,,,,,1.5940001011,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.152,,,,,1.4863959551,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.304,,,,,1.486191988,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.456,,,,,1.4859440327,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.608,,,,,1.4856920242,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.76,,,,,1.4854799509,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,145.912,,,,,1.4852759838,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.064,,,,,1.5530680418,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.216,,,,,1.5911519527,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.368,,,,,1.590831995,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.52,,,,,1.590659976,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.672,,,,,1.5904279947,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.824,,,,,1.5901520252,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,146.976,,,,,1.5899239779,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.128,,,,,1.0048800707,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.28,,,,,1.0063199997,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.432,,,,,1.0078200102,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.584,,,,,1.0092560053,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.736,,,,,1.0107239485,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,147.888,,,,,1.0121799707,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.04,,,,,1.0136600733,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.192,,,,,1.0151200294,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.344,,,,,1.0165960789,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.496,,,,,1.0180599689,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.648,,,,,1.01947999,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.8,,,,,1.0210000277,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,148.952,,,,,1.0224200487,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.104,,,,,9.34116745,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.256,,,,,9.3398962021,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.408,,,,,9.3386278152,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.56,,,,,9.3373203278,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.712,,,,,9.3360033035,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,149.864,,,,,9.3347244263,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.016,,,,,19.7865448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.168,,,,,19.784111023,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.32,,,,,19.781579971,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.472,,,,,19.779148102,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.624,,,,,19.776691437,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-1.las,25/5-1 Froey,150.776,,,,,19.774183273,,,,,,,,,,,,,,,
