source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,418.38597552,,,,,,82.620307922,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,418.53797552,,,,9.875,,88.690422058,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,418.68997552,,,,9.875,,92.784469604,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,418.84197552,,,,9.875,,98.553497314,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,418.99397552,,,,9.875,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.14597552,,,,9.875,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.29797552,,,,9.875,14.387721062,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.44997552,,,,9.875,13.580547333,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.60197552,,,,9.875,12.773468971,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.75397552,,,,9.875,11.966295242,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,419.90597552,,,,9.875,11.159216881,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-3 A.las,34/3-3 A,420.05797552,,,,9.875,10.62862587,9.8409633636,,,,,,,,,,,,,
