source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.0,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.152,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.304,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.456,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.608,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.76,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,23.912,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.064,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.216,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.368,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.52,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.672,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.824,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,24.976,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.128,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.28,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.432,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.584,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.736,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,25.888,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.04,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.192,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.344,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.496,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.648,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.8,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,26.952,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.104,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.256,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.408,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.56,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.712,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,27.864,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.016,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.168,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.32,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.472,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.624,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.776,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,28.928,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.08,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.232,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.384,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.536,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.688,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.84,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,29.992,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.144,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.296,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.448,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.6,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.752,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,30.904,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.056,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.208,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.36,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.512,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.664,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.816,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,31.968,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.12,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.272,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.424,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.576,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.728,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,32.88,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.032,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.184,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.336,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.488,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.64,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.792,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,33.944,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.096,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.248,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.4,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.552,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.704,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,34.856,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,35.008,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,35.16,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,35.312,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,35.464,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_8-7 R.las,34/8-7R,35.616,,,,,,,,0.0,0.0,,-15.0,0.0,,,,,
