source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.01879883,,,,9.875,,,,,,,,,22.981700897,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.17079883,,,,9.875,,142.2096405,,,,,,,26.488361359,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.32279883,,,,9.875,,117.03168488,,,,,,,26.497699738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.47479883,,,,9.875,,100.60941315,1.2960000038,1.2641999722,,,,,28.958087921,,,141.47479248,477779.1875,6520633.5,-115.4740143
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.62679883,,,,9.875,,91.910202026,1.2960000038,1.2641999722,,,,,33.885303497,,,141.62680054,477779.1875,6520633.5,-115.6260071
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.77879883,,,,9.875,,83.756576538,1.2960000038,1.2641999722,,,,,36.384716034,,,141.77879333,477779.1875,6520633.5,-115.7780075
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,141.93079883,,,,9.875,,77.206832886,1.3367484808,1.283688426,,,,,37.320163727,,,141.93080139,477779.1875,6520633.5,-115.9300079
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.08279883,,,,9.875,,58.66809845,1.3373999596,1.2840000391,,,,,39.135360718,,,142.08279419,477779.1875,6520633.5,-116.0820007
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.23479883,,,,9.875,71.985061646,55.977909088,1.4372632504,1.431445241,,,,,39.169101715,,,142.23480225,477779.1875,6520633.5,-116.2340012
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.38679883,,,,9.875,59.636562347,55.639472961,1.4393999577,1.4345999956,,,,,37.709587097,,,142.38679504,477779.1875,6520633.5,-116.385994
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.53879883,,,,9.875,47.28805542,51.545982361,1.3733804226,1.363322258,,,,,37.442745209,,,142.5388031,477779.1875,6520633.5,-116.5379868
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.69079883,,,,9.875,34.939552307,48.47611618,1.3715028763,1.3614971638,,,,,38.21181488,,,142.6907959,477779.1875,6520633.5,-116.6899872
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.84279883,,,,9.875,22.591144562,48.263553619,1.3946478367,1.3685703278,,,,,39.12322998,,,142.84280396,477779.1875,6520633.5,-116.8419876
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,142.99479883,,,,9.875,10.242547035,48.394721985,1.3954000473,1.3688000441,,,,,39.595046997,,,142.99479675,477779.1875,6520633.5,-116.9939804
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.14679883,,,,9.875,18.62638855,47.40196228,1.3559042215,1.3510750532,,,,,40.265174866,,,143.14680481,477779.1875,6520633.5,-117.1459808
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.29879883,,,,9.875,27.744888306,47.161499023,1.3544000387,1.350399971,,,,,41.595539093,,,143.29879761,477779.1875,6520633.5,-117.2979813
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.45079883,,,,9.875,36.863391876,48.069717407,1.4062280655,1.3921691179,,,,,42.994998932,,,143.45080566,477779.1875,6520633.5,-117.4499741
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.60279883,,,,9.875,45.981803894,58.496429443,1.3505045176,1.2872768641,,,,,44.493663788,,,143.60279846,477779.1875,6520633.5,-117.6019745
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.75479883,,,,9.875,55.100299835,61.012859344,1.3722867966,1.3136469126,,,,,45.148101807,,,143.75479126,477779.1875,6520633.5,-117.7539749
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,143.90679883,,,,9.875,64.218803406,63.977085114,1.3751152754,1.32840693,,,,,44.842845917,,,143.90679932,477779.1875,6520633.5,-117.9059677
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.05879883,,,,9.875,70.152389526,72.338043213,1.411488533,1.3324161768,,,,,45.774864197,,,144.05879211,477779.1875,6520633.5,-118.0579681
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.21079883,,,,9.875,71.848365784,81.680580139,1.3768370152,1.3019845486,,,,,49.807975769,,,144.21080017,477779.1875,6520633.5,-118.2099686
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.36279883,,,,9.875,73.318283081,89.921676636,1.3050662279,1.248940587,,,,,53.577091217,,,144.36279297,477779.1875,6520633.5,-118.3619614
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.51479883,,,,9.875,74.788124084,98.093818665,1.2968536615,1.2483369112,,,,,52.620693207,,,144.51480103,477779.1875,6520633.5,-118.5139618
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.66679883,,,,9.875,76.257957458,108.58404541,1.313560605,1.2617123127,,,,,49.322219849,,,144.66679382,477779.1875,6520633.5,-118.6659622
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.81879883,,,,9.875,77.727790833,118.05876923,1.3430123329,1.2803536654,,,,,47.026565552,,,144.81880188,477779.1875,6520633.5,-118.817955
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,144.97079883,,,,9.875,79.197624207,120.54580688,1.3860940933,1.3180348873,,,,,45.31060791,,,144.97079468,477779.1875,6520633.5,-118.9699554
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.12279883,,,,9.875,84.618560791,121.45257568,1.400529027,1.322558403,,,,,44.49961853,,,145.12280273,477779.1875,6520633.5,-119.1219482
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.27479883,,,,9.875,90.884147644,123.7011795,1.3954701424,1.3222366571,,,,,44.93913269,,,145.27479553,477779.1875,6520633.5,-119.273941
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.42679883,,,,9.875,97.192153931,127.31809235,1.3450131416,1.2803442478,,,,,44.132389069,,,145.42680359,477779.1875,6520633.5,-119.4259415
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.57879883,,,,9.875,103.50015259,132.3104248,1.3387809992,1.2734911442,,,,,41.83914566,,,145.57879639,477779.1875,6520633.5,-119.5779343
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.73079883,,,,9.875,109.80815125,138.14970398,1.3888510466,1.312151432,,,,,40.65032959,,,145.73080444,477779.1875,6520633.5,-119.7299347
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,145.88279883,,,,9.875,116.1161499,143.74708557,1.4286615849,1.3291583061,,,,,40.595611572,,,145.88279724,477779.1875,6520633.5,-119.8819351
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,146.03479883,,,,9.875,118.79977417,148.9997406,1.4456018209,1.3356066942,,,,,39.941997528,,,146.0348053,477779.1875,6520633.5,-120.0339279
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,146.18679883,,,,9.875,113.28955841,154.82521057,1.3884267807,1.2898315191,,,,,38.832839966,,,146.1867981,477779.1875,6520633.5,-120.1859283
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,146.33879883,,,,9.875,107.03173065,163.02682495,1.2865278721,1.2195506096,,,,,37.786739349,,,146.33880615,477779.1875,6520633.5,-120.3379288
Force_2020_all_wells_train_test_blind_hidden_final/16_2-6.las,16/2-6 Johan Sverdrup,146.49079883,,,,9.875,100.77389526,173.95335388,1.2107834816,1.1776731014,,,,,36.691555023,,,146.49079895,477779.1875,6520633.5,-120.4899216
