source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,433.625,,,,,,,,,,,21.83259964,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,433.777,,,,,,,,,,,23.914546967,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,433.929,,,,,,,,,,,22.69871521,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.081,,,,,,,,,,,21.283514023,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.233,,,,,,,,,,,23.914552689,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.385,,,,,,,,,,,31.669448853,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.537,,,,,,,,,,,33.617580414,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.689,,,,,,,,,,,33.435749054,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.841,,,,,,,,,,,32.268604279,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,434.993,,,,,,,,,,,27.252254486,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.145,,,,,,,,,,,24.327812195,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.297,,,,,,,,,,,28.279056549,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.449,,,,,,,,,,,32.232608795,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.601,,,,,,,,,,,32.462711334,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.753,,,,,,,,,,,36.539997101,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,435.905,,,,,,,,,,,34.850582123,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.057,,,,,,,,,,,36.050880432,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.209,,,,,,,,,,,30.878717422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.361,,,,,,,,,,,30.611270905,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.513,,,,,,,,,,,29.059253693,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.665,,,,,0.553919971,,,,,,27.614831924,,,436.66500854,449458.0625,6808463.0,-410.6484375
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.817,,,,,0.778336823,,,,,,30.813034058,,,436.81698608,449458.0625,6808463.0,-410.800415
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,436.969,,,,,0.7938072085,,,,,,33.141021729,,,436.96899414,449458.0625,6808463.0,-410.9523926
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,437.121,,,,,0.708245635,,,,,,30.951942444,,,437.1210022,449458.0625,6808463.0,-411.1044006
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,437.273,,,,,0.7855199575,,,,,,27.325336456,,,437.27301025,449458.0625,6808463.0,-411.2563782
Force_2020_all_wells_train_test_blind_hidden_final/34_7-13.las,34/7-13,437.425,,,,,0.9852600098,,,,,,28.304519653,,,437.42498779,449458.0625,6808463.0,-411.4083557
