source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.0508,,,,,0.3486000001,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.2028,,,,9.875,1.3912562132,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.3548,,,,9.875,2.4340119362,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.5068,,,,9.875,3.47676754,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.6588,,,,9.875,4.5194244385,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.8108,,,,9.875,5.5621795654,1.041746974,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,397.9628,,,,9.875,6.6049351692,1.5750881433,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.1148,,,,9.875,9.1807966232,2.6195075512,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.2668,,,,9.875,12.233552933,3.1556174755,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.4188,,,,9.875,15.294894218,4.1973648071,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.5708,,,,9.875,18.356142044,5.2501940727,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.7228,,,,9.875,21.417385101,5.7903642654,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,398.8748,,,,9.875,24.478725433,6.8279523849,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.0268,,,,9.875,27.484336853,7.5714116096,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.1788,,,,9.875,30.279396057,9.0131578445,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.3308,,,,9.875,33.067062378,10.664919853,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.4828,,,,9.875,35.854724884,13.917012215,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.6348,,,,9.875,38.642486572,18.178499222,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.7868,,,,9.875,41.430152893,26.592042923,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,399.9388,,,,9.875,44.217819214,34.045684814,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.0908,,,,9.875,47.520450592,48.468349457,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.2428,,,,9.875,51.128643036,46.948852539,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.3948,,,,9.875,54.752311707,42.231380463,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.5468,,,,9.875,58.375972748,43.011062622,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.6988,,,,9.875,61.999637604,45.194404602,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,400.8508,,,,9.875,65.623306274,45.00069046,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.0028,,,,9.875,69.050552368,44.306980133,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.1548,,,,9.875,70.399894714,46.868206024,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.3068,,,,9.875,71.597640991,52.273262024,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.4588,,,,9.875,72.795394897,55.709796906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.6108,,,,9.875,73.993232727,61.988822937,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.7628,,,,9.875,75.190986633,66.589645386,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,401.9148,,,,9.875,76.38874054,68.988342285,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.0668,,,,9.875,74.589393616,70.547920227,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.2188,,,,9.875,69.810768127,71.362632751,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.3708,,,,9.875,64.775024414,72.472969055,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.5228,,,,9.875,59.739269257,73.098625183,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.6748,,,,9.875,54.703521729,75.505462646,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.8268,,,,9.875,49.6677742,76.931365967,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,402.9788,,,,9.875,44.631938934,69.749862671,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.1308,,,,9.875,44.637966156,65.271072388,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.2828,,,,9.875,45.411960602,58.207252502,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.4348,,,,9.875,46.208374023,54.098590851,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.5868,,,,9.875,47.004871368,47.917861938,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.7388,,,,9.875,47.801372528,44.306728363,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,403.8908,,,,9.875,48.597877502,42.127368927,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.0428,,,,9.875,48.741439819,40.986572266,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.1948,,,,9.875,47.827728271,38.546138763,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.3468,,,,9.875,46.780483246,37.065086365,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.4988,,,,9.875,45.733150482,39.095726013,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.6508,,,,9.875,44.685894012,40.51525116,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.8028,,,,9.875,43.638652802,45.581588745,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,404.9548,,,,9.875,42.591323853,46.474830627,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.1068,,,,9.875,41.614570618,44.195999146,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.2588,,,,9.875,40.662399292,41.632369995,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.4108,,,,9.875,39.712402344,41.37128067,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.5628,,,,9.875,38.762397766,41.708690643,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.7148,,,,9.875,37.812397003,41.982875824,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,405.8668,,,,9.875,36.862400055,42.7162323,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.0188,,,,9.875,36.090896606,43.315971375,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.1708,,,,9.875,35.813072205,42.493667603,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.3228,,,,9.875,35.619995117,40.945262909,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.4748,,,,9.875,35.426986694,38.467750549,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.6268,,,,9.875,35.233913422,37.199314117,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.7788,,,,9.875,35.040904999,35.8359375,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,406.9308,,,,9.875,34.847827911,35.23324585,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.0828,,,,9.875,37.501724243,34.396961212,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.2348,,,,9.875,41.86541748,33.836353302,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.3868,,,,9.875,46.464931488,33.026138306,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.5388,,,,9.875,51.064430237,32.544742584,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.6908,,,,9.875,55.663925171,32.880172729,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.8428,,,,9.875,60.263500214,33.699443817,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,407.9948,,,,9.875,64.499519348,34.807048798,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.1468,,,,9.875,66.676017761,35.456367493,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.2988,,,,9.875,68.390609741,39.950656891,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.4508,,,,9.875,70.105194092,49.765579224,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.6028,,,,9.875,71.819702148,55.408794403,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.7548,,,,9.875,73.53427124,63.251537323,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,408.9068,,,,9.875,75.248855591,66.033103943,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.0588,,,,9.875,74.121871948,68.319503784,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.2108,,,,9.875,70.319244385,69.751327515,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.3628,,,,9.875,66.007064819,71.78944397,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.5148,,,,9.875,61.694839478,73.326599121,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.6668,,,,9.875,57.382587433,75.711242676,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.8188,,,,9.875,53.070335388,74.921180725,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,409.9708,,,,9.875,48.934440613,71.794013977,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,410.1228,,,,9.875,50.240047455,69.864997864,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,410.2748,,,,9.875,53.099197388,67.25428772,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,410.4268,,,,9.875,55.958297729,61.257156372,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-7.las,35/9-7,410.5788,,,,9.875,58.817451477,49.048454285,,,,,,,,,,,,,,
