source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.078,,,,,12.460100174,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.23,,,,,14.428519249,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.382,,,,,16.396940231,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.534,,,,,18.365358353,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.686,,,,,20.333780289,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.838,,,,,22.302099228,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,386.99,,,,,24.270519257,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.142,,,,36.0,24.50194931,26.219608307,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.294,,,,36.0,24.614664078,24.432962418,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.446,,,,36.0,24.725574493,23.238969803,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.598,,,,36.0,24.836578369,20.904176712,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.75,,,,36.0,24.947490692,20.758481979,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,387.902,,,,36.0,25.058494568,20.588449478,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.054,,,,36.0,26.888961792,22.048238754,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.206,,,,36.0,31.474920273,25.022514343,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.358,,,,36.0,36.15650177,25.594142914,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.51,,,,36.0,40.838077545,26.530769348,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.662,,,,36.0,45.51966095,27.117477417,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.814,,,,36.0,50.201335907,28.2339077,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,388.966,,,,36.0,54.882923126,22.470348358,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.118,,,,36.0,54.472602844,19.26468277,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.27,,,,36.0,52.730445862,42.300849915,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.422,,,,36.0,50.929279327,55.219264984,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.574,,,,36.0,49.128025055,52.214572906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.726,,,,36.0,47.326858521,50.124473572,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,389.878,,,,36.0,45.525695801,48.812400818,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.03,,,,36.0,43.563343048,48.137332916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.182,,,,36.0,41.144302368,45.606708527,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.334,,,,36.0,38.692558289,44.177333832,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.486,,,,36.0,36.24080658,40.663398743,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.638,,,,36.0,33.789058685,38.678592682,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.79,,,,36.0,31.337219238,35.146911621,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,390.942,,,,36.0,28.885463715,33.157875061,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.094,,,,36.0,27.549051285,29.925804138,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.246,,,,36.0,26.783966064,28.099367142,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.398,,,,36.0,26.063463211,25.892978668,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.55,,,,36.0,25.34295845,24.659959793,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.702,,,,36.0,24.622545242,21.991510391,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,391.854,,,,36.0,23.902050018,20.438526154,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.006,,,,36.0,23.145641327,19.536701202,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.158,,,,36.0,22.168737411,20.318162918,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.31,,,,36.0,21.167074203,21.663097382,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.462,,,,36.0,20.165410995,21.858377457,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.614,,,,36.0,19.16374588,20.673458099,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.766,,,,36.0,18.162082672,19.322599411,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,392.918,,,,36.0,17.160329819,19.153654099,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.07,,,,36.0,16.18740654,18.4002285,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.222,,,,36.0,15.239132881,17.559745789,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.374,,,,36.0,14.293720245,16.022613525,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.526,,,,36.0,13.348221779,15.120629311,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.678,,,,36.0,12.402796745,13.737438202,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.83,,,,36.0,11.457384109,12.959354401,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,393.982,,,,36.0,10.517843246,11.76887989,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.134,,,,36.0,9.8934402466,11.078464508,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.286,,,,36.0,9.3189373016,10.121283531,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.438,,,,36.0,8.7443637848,9.6193408966,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.59,,,,36.0,8.1697759628,8.8006668091,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.742,,,,36.0,7.5951881409,8.2686138153,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,394.894,,,,36.0,7.0206851959,7.5799760818,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.046,,,,36.0,6.7737746239,7.2509527206,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.198,,,,36.0,6.9744391441,6.9001102448,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.35,,,,36.0,7.2465233803,6.6572227478,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.502,,,,36.0,7.5186076164,6.9292783737,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.654,,,,36.0,7.7906913757,7.6016302109,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.806,,,,36.0,8.0627746582,7.8062024117,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_11-13.las,35/11-13,395.958,,,,36.0,8.3348588943,7.9897089005,,,,,,,,,,,,,,
