source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.0084,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.1604,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.3124,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.4644,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.6164,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.7684,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,372.9204,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.0724,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.2244,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.3764,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.5284,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.6804,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.8324,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,373.9844,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,374.1364,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,374.2884,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,374.4404,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,374.5924,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-21 S.las,31/2-21 S,374.7444,,,,,,,,,,,,,,,,,,,
