source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.21040344,,,,1.3658000231,,,,,,,,,,,226.21040344,454126.375,6777263.5,-197.2080994
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.36240344,,,,1.4881740808,,,,,,,,,,,226.36239624,454126.375,6777263.5,-197.3600922
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.51440344,,,,1.6537342072,,,,,,,,,,,226.5144043,454126.375,6777263.5,-197.5121002
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.66640344,,,,1.8250483274,,,,,,,,55.984455109,,,226.66639709,454126.375,6777263.5,-197.6640778
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.81840344,,,,1.9963920116,,,,,,,,60.271621704,,,226.81840515,454126.375,6777263.5,-197.8160858
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,226.97040344,,,,2.1822419167,,,,,,,,60.286212921,,,226.97039795,454126.375,6777263.5,-197.9680786
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.12240344,,,,2.4812583923,,,,,,,,59.421222687,,,227.12240601,454126.375,6777263.5,-198.1200867
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.27440344,,,,2.6621005535,,,,,,,,58.545352936,,,227.2743988,454126.375,6777263.5,-198.2720795
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.42640344,,,,2.682238102,,,,,,,,57.669387817,,,227.42640686,454126.375,6777263.5,-198.4240875
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.57840344,,,,2.6905088425,,,,,,,,56.891853333,,,227.57839966,454126.375,6777263.5,-198.5760651
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.73040344,,,,2.6985874176,,,,,,,,56.869800568,,,227.73040771,454126.375,6777263.5,-198.7280731
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,227.88240344,,,,2.7066657543,,,,,,,,56.869506836,,,227.88240051,454126.40625,6777263.5,-198.8800659
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,228.03440344,,,,2.7147450447,,,,,,,,56.959186554,,,228.03440857,454126.40625,6777263.5,-199.032074
Force_2020_all_wells_train_test_blind_hidden_final/34_10-21.las,34/10-21,228.18640344,,,,2.7227270603,,,,,,,,57.051540375,,,228.18640137,454126.40625,6777263.5,-199.1840668
