source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,82.600799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,82.752799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,82.904799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.056799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.208799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.360799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.512799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.664799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.816799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,83.968799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.120799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.272799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.424799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.576799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.728799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,84.880799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.032799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.184799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.336799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.488799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.640799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.792799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,85.944799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.096799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.248799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.400799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.552799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.704799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,86.856799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.008799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.160799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.312799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.464799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.616799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.768799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,87.920799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.072799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.224799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.376799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.528799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.680799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.832799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,88.984799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.136799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.288799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.440799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.592799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.744799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,89.896799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.048799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.200799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.352799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.504799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.656799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.808799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,90.960799561,,,,36.0,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/7_1-1.las,7/1-1,91.112799561,,,,36.0,,,,,,,,,,,,,,,,
