source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,365.96046696,,,,,,424.68832397,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.11246696,,,,12.250000954,,425.08944702,0.3263940215,0.3111200631,,,,,12.378163338,,,366.11245728,548461.375,6822727.0,-344.1124573
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.26446696,,,,12.250000954,,425.49072266,0.3267999887,0.3113999963,,,,,15.964956284,,,366.26446533,548461.375,6822727.0,-344.2644653
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.41646696,,,,12.250000954,,315.45553589,0.3218632936,0.3135721684,,,,,26.363557816,,,366.41647339,548461.375,6822727.0,-344.4164429
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.56846696,,,,12.250000954,,84.118743896,0.3547870219,0.3275825679,,,,,39.075771332,,,366.56848145,548461.375,6822727.0,-344.5684509
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.72046696,,,,12.250000954,,74.072380066,0.392617166,0.3274071813,,,,,49.535881042,,,366.72045898,548461.375,6822727.0,-344.7204285
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,366.87246696,,,,12.250000954,,70.782241821,0.3932999969,0.3273999989,,,,,56.843067169,,,366.87246704,548461.375,6822727.0,-344.8724365
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.02446696,,,,12.250000954,,70.470497131,0.4800326228,0.3484971225,,,,,61.866436005,,,367.0244751,548461.375,6822727.0,-345.0244141
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.17646696,,,,12.250000954,42.625888824,70.058326721,0.4821000099,0.3490000069,,,,,70.068878174,,,367.17645264,548461.375,6822727.0,-345.1763916
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.32846696,,,,12.250000954,42.096878052,69.545402527,0.7324816585,0.6414519548,,,,,73.502235413,,,367.32846069,548461.375,6822727.0,-345.3283997
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.48046696,,,,12.250000954,41.567966461,69.187431335,0.7397999763,0.6499999762,,,,,76.972221375,,,367.48046875,548461.375,6822727.0,-345.4804077
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.63246696,,,,12.250000954,41.038963318,69.06816864,0.6469390392,0.621011138,,,,,77.246604919,,,367.63247681,548461.375,6822727.0,-345.6323853
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.78446696,,,,12.250000954,40.510051727,68.955360413,0.6437000036,0.6200000048,,,,,76.299072266,,,367.78445435,548461.375,6822727.0,-345.7843628
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,367.93646696,,,,12.250000954,39.981048584,85.135696411,0.6702231169,0.6600729823,,,,,73.369674683,,,367.9364624,548461.375,6822727.0,-345.9363708
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.08846696,,,,12.250000954,40.082698822,105.90953064,0.671299994,0.6617000103,,,,,70.36668396,,,368.08847046,548461.375,6822727.0,-346.0883484
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.24046696,,,,12.250000954,40.592098236,120.09902954,0.6502752304,0.6475560665,,,,,71.597770691,,,368.24047852,548461.375,6822727.0,-346.2403564
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.39246696,,,,12.250000954,41.118019104,123.9664917,0.6492999792,0.6468999982,,,,,74.776733398,,,368.39245605,548461.375,6822727.0,-346.392334
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.54446696,,,,12.250000954,41.643932343,127.42029572,0.6595660448,0.6496566534,,,,,79.263771057,,,368.54446411,548461.375,6822727.0,-346.544342
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.69646696,,,,12.250000954,42.16985321,128.89961243,0.6600999832,0.6498000026,,,,,80.712379456,,,368.69647217,548461.375,6822727.0,-346.6963196
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,368.84846696,,,,12.250000954,42.695770264,130.28646851,0.6683236361,0.6616156101,,,,,84.438842773,,,368.84848022,548461.375,6822727.0,-346.8483276
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.00046696,,,,12.250000954,43.174358368,128.49983215,0.7056553364,0.6929342151,,,,,87.083435059,,,369.00045776,548461.375,6822727.0,-347.0003052
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.15246696,,,,12.250000954,42.916576385,125.75500488,0.7078999877,0.6948000193,,,,,89.131874084,,,369.15246582,548461.375,6822727.0,-347.1523132
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.30446696,,,,12.250000954,42.614070892,123.89615631,0.7895534039,0.777672112,,,,,88.729064941,,,369.30447388,548461.375,6822727.0,-347.3042908
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.45646696,,,,12.250000954,42.311569214,122.32350922,0.7950000167,0.7832000256,,,,,89.618927002,,,369.45648193,548461.375,6822727.0,-347.4562988
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.60846696,,,,12.250000954,42.009159088,121.0324707,0.7967711091,0.7832000256,,,,,91.126861572,,,369.60845947,548461.375,6822727.0,-347.6082764
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.76046696,,,,12.250000954,41.706661224,119.82532501,0.7968999743,0.7832000256,,,,,89.912460327,,,369.76046753,548461.3125,6822727.0,-347.7602844
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,369.91246696,,,,12.250000954,41.404155731,117.91053772,0.7842947245,0.7616969347,,,,,88.098083496,,,369.91247559,548461.3125,6822727.0,-347.912262
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,370.06446696,,,,12.250000954,40.880367279,115.472229,0.7832999825,0.7599999905,,,,,86.253486633,,,370.06445313,548461.3125,6822727.0,-348.0642395
Force_2020_all_wells_train_test_blind_hidden_final/35_6-2 S.las,35/6-2 S,370.21646696,,,,12.250000954,40.117332458,114.37387848,0.8111305833,0.7989812493,,,,,83.457504272,,,370.21646118,548461.3125,6822727.0,-348.2162476
