source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.0,,,,,,,,,203.19999695,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.152,,,,,,,,,203.1892395,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.304,,,,,,,,,203.1784668,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.456,,,,,,,,,203.16770935,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.608,,,,,,,,,203.15693665,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.76,,,,,,,,,203.1461792,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,25.912,,,,,,,,,203.13540649,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.064,,,,,,,,,203.12464905,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.216,,,,,,,,,203.11387634,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.368,,,,,,,,,203.1031189,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.52,,,,,,,,,203.09234619,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.672,,,,,,,,,203.08158875,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.824,,,,,,,,,203.07081604,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,26.976,,,,,,,,,203.06005859,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.128,,,,,,,,,203.04928589,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.28,,,,,,,,,203.03852844,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.432,,,,,,,,,203.02775574,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.584,,,,,,,,,203.01699829,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.736,,,,,,,,,203.00622559,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,27.888,,,,,,,,,202.99546814,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.04,,,,,,,,,202.98469543,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.192,,,,,,,,,202.97393799,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.344,,,,,,,,,202.96316528,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.496,,,,,,,,,202.95240784,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.648,,,,,,,,,202.94163513,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.8,,,,,,,,,202.93087769,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,28.952,,,,,,,,,202.92010498,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.104,,,,,,,,,202.90934753,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.256,,,,,,,,,202.89857483,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.408,,,,,,,,,202.88781738,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.56,,,,,,,,,202.87705994,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.712,,,,,,,,,202.86628723,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,29.864,,,,,,,,,202.85552979,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.016,,,,,,,,,202.84475708,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.168,,,,,,,,,202.83399963,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.32,,,,,,,,,202.82322693,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.472,,,,,,,,,202.81246948,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.624,,,,,,,,,202.80169678,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.776,,,,,,,,,202.79093933,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,30.928,,,,,,,,,202.78016663,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.08,,,,,,,,,202.76940918,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.232,,,,,,,,,202.75863647,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.384,,,,,,,,,202.74787903,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.536,,,,,,,,,202.73710632,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.688,,,,,,,,,202.72634888,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.84,,,,,,,,,202.71557617,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,31.992,,,,,,,,,202.70481873,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.144,,,,,,,,,202.69404602,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.296,,,,,,,,,202.68328857,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.448,,,,,,,,,202.67251587,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.6,,,,,,,,,202.66175842,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.752,,,,,,,,,202.65098572,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,32.904,,,,,,,,,202.64022827,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.056,,,,,,,,,202.62945557,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.208,,,,,,,,,202.61869812,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.36,,,,,,,,,202.60792542,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.512,,,,,,,,,202.59716797,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.664,,,,,,,,,202.58639526,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.816,,,,,,,,,202.57563782,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,33.968,,,,,,,,,202.56488037,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.12,,,,,,,,,202.55410767,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.272,,,,,,,,,202.54335022,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.424,,,,,,,,,202.53257751,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.576,,,,,,,,,202.52182007,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.728,,,,,,,,,202.51104736,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,34.88,,,,,,,,,202.50028992,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.032,,,,,,,,,202.48951721,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.184,,,,,,,,,202.47875977,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.336,,,,,,,,,202.46798706,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.488,,,,,,,,,202.45722961,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.64,,,,,,,,,202.44645691,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.792,,,,,,,,,202.43569946,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,35.944,,,,,,,,,202.42492676,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.096,,,,,,,,,202.41416931,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.248,,,,,,,,,202.40339661,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.4,,,,,,,,,202.39263916,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.552,,,,,,,,,202.38186646,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.704,,,,,,,,,202.37110901,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,36.856,,,,,,,,,202.3603363,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.008,,,,,,,,,202.34957886,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.16,,,,,,,,,202.33880615,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.312,,,,,,,,,202.32804871,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.464,,,,,,,,,202.317276,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.616,,,,,,,,,202.30651855,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.768,,,,,,,,,202.29574585,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,37.92,,,,,,,,,202.2849884,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.072,,,,,,,,,202.2742157,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.224,,,,,,,,,202.26345825,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.376,,,,,,,,,202.25270081,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.528,,,,,,,,,202.2419281,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.68,,,,,,,,,202.23117065,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.832,,,,,,,,,202.22039795,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,38.984,,,,,,,,,202.2096405,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.136,,,,,,,,,202.1988678,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.288,,,,,,,,,202.18811035,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.44,,,,,,,,,202.17733765,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.592,,,,,,,,,202.1665802,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.744,,,,,,,,,202.1558075,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,39.896,,,,,,,,,202.14505005,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.048,,,,,,,,,202.13427734,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.2,,,,,,,,,202.1235199,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.352,,,,,,,,,202.11274719,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.504,,,,,,,,,202.10198975,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.656,,,,,,,,,202.09121704,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.808,,,,,,,,,202.08045959,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,40.96,,,,,,,,,202.06968689,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.112,,,,,,,,,202.05892944,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.264,,,,,,,,,202.04815674,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.416,,,,,,,,,202.03739929,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.568,,,,,,,,,202.02662659,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.72,,,,,,,,,202.01586914,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,41.872,,,,,,,,,202.00509644,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.024,,,,,,,,,201.99433899,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.176,,,,,,,,,201.98356628,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.328,,,,,,,,,201.97280884,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.48,,,,,,,,,201.96203613,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.632,,,,,,,,,201.95127869,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.784,,,,,,,,,201.94052124,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,42.936,,,,,,,,,201.92974854,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.088,,,,,,,,,201.91899109,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.24,,,,,,,,,201.90821838,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.392,,,,,,,,,201.89746094,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.544,,,,,,,,,201.88668823,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.696,,,,,,,,,201.87593079,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,43.848,,,,,,,,,201.86515808,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.0,,,,,,,,,201.85440063,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.152,,,,,,,,,201.84362793,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.304,,,,,,,,,201.83287048,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.456,,,,,,,,,201.82209778,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.608,,,,,,,,,201.81134033,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.76,,,,,,,,,201.80056763,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,44.912,,,,,,,,,201.78981018,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.064,,,,,,,,,201.77903748,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.216,,,,,,,,,201.76828003,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.368,,,,,,,,,201.75750732,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.52,,,,,,,,,201.74674988,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.672,,,,,,,,,201.73597717,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.824,,,,,,,,,201.72521973,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,45.976,,,,,,,,,201.71444702,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.128,,,,,,,,,201.70368958,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.28,,,,,,,,,201.69291687,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.432,,,,,,,,,201.68215942,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.584,,,,,,,,,201.67138672,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.736,,,,,,,,,201.66062927,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,46.888,,,,,,,,,201.64985657,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.04,,,,,,,,,201.63909912,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.192,,,,,,,,,201.62834167,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.344,,,,,,,,,201.61756897,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.496,,,,,,,,,201.60681152,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.648,,,,,,,,,201.59603882,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.8,,,,,,,,,201.58528137,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,47.952,,,,,,,,,201.57450867,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.104,,,,,,,,,201.56375122,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.256,,,,,,,,,201.55297852,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.408,,,,,,,,,201.54222107,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.56,,,,,,,,,201.53144836,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.712,,,,,,,,,201.52069092,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,48.864,,,,,,,,,201.50991821,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.016,,,,,,,,,201.49916077,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.168,,,,,,,,,201.48838806,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.32,,,,,,,,,201.47763062,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.472,,,,,,,,,201.46685791,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.624,,,,,,,,,201.45610046,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.776,,,,,,,,,201.44532776,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,49.928,,,,,,,,,201.43457031,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.08,,,,,,,,,201.42379761,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.232,,,,,,,,,201.41304016,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.384,,,,,,,,,201.40226746,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.536,,,,,,,,,201.39151001,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.688,,,,,,,,,201.3807373,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.84,,,,,,,,,201.36997986,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,50.992,,,,,,,,,201.35920715,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.144,,,,,,,,,201.34844971,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.296,,,,,,,,,201.337677,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.448,,,,,,,,,201.32691956,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.6,,,,,,,,,201.31616211,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.752,,,,,,,,,201.3053894,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,51.904,,,,,,,,,201.29463196,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.056,,,,,,,,,201.28385925,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.208,,,,,,,,,201.27310181,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.36,,,,,,,,,201.2623291,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.512,,,,,,,,,201.25157166,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.664,,,,,,,,,201.24079895,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-10.las,31/2-10,52.816,,,,,,,,,201.2300415,,,,,,,,,
