source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.0068,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.1588,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.3108,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.4628,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.6148,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.7668,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,426.9188,,,,,33.619998932,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.0708,,,,,31.353424072,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.2228,,,,9.875,26.630582809,31.274261475,0.648571074,0.6394879818,,,,,53.316566467,,,427.22280884,490579.03125,6853472.0,-409.2227783
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.3748,,,,9.875,21.86233139,30.861660004,0.6488999724,0.6398000121,,,,,54.666946411,,,427.37478638,490579.03125,6853472.0,-409.3747253
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.5268,,,,9.875,17.094079971,30.385572433,0.6569808722,0.6183806658,,,,,55.953113556,,,427.52679443,490579.03125,6853472.0,-409.5267334
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.6788,,,,9.875,12.325828552,23.768730164,0.6571999788,0.6177999973,,,,,55.8409729,,,427.67880249,490579.03125,6853472.0,-409.6787415
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.8308,,,,9.875,7.5576734543,24.083189011,0.6638825536,0.6229329705,,,,,54.767681122,,,427.83081055,490579.03125,6853472.0,-409.8307495
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,427.9828,,,,9.875,2.7894244194,16.915493011,0.6594640017,0.6252248287,,,,,52.568653107,,,427.98278809,490579.03125,6853472.0,-409.9827271
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,428.1348,,,,9.875,23.884269714,16.582714081,0.6593000293,0.6252999902,,,,,48.384803772,,,428.13479614,490579.03125,6853472.0,-410.1347351
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,428.2868,,,,9.875,48.098739624,16.522350311,0.6097369194,0.5593119264,,,,,44.902942657,,,428.2868042,490579.03125,6853472.0,-410.2867432
Force_2020_all_wells_train_test_blind_hidden_final/34_3-2 S.las,34/3-2 S,428.4388,,,,9.875,72.397499084,16.800409317,0.665363729,0.6069839001,,,,,43.116371155,,,428.43881226,490579.03125,6853472.0,-410.4387512
