source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,326.375,,,,,,,,,,,75.765899658,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,326.527,,,,,,,,,,,73.165611267,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,326.679,,,,,,,,,,,69.471252441,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,326.831,,,,,,,,,,,66.17048645,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,326.983,,,,,,,,,,,64.534057617,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.135,,,,,,,,,,,63.349346161,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.287,,,,,,,,,,,62.79058075,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.439,,,,,,,,,,,64.075393677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.591,,,,,,,,,,,66.879722595,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.743,,,,,,,,,,,69.927635193,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,327.895,,,,,,,,,,,73.156929016,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.047,,,,,,,,,,,75.532119751,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.199,,,,,,,,,,,76.917472839,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.351,,,,,,,,,,,77.845169067,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.503,,,,,,,,,,,79.668136597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.655,,,,,,,,,,,82.027503967,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.807,,,,,,,,,,,83.20413208,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,328.959,,,,,,,,,,,81.457275391,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.111,,,,,,,,,,,76.97026825,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.263,,,,,,,,,,,70.335784912,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.415,,,,,,,,,,,64.273475647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.567,,,,,,,,,,,61.763923645,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.719,,,,,,,,,,,64.35975647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,329.871,,,,,,,,,,,68.531188965,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.023,,,,,,,,,,,70.020980835,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.175,,,,,,,,,,,67.420661926,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.327,,,,,,,,,,,64.107086182,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.479,,,,,,,,,,,62.213474274,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.631,,,,,,,,,,,63.539157867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.783,,,,,,,,,,,67.351127625,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,330.935,,,,,,,,,,,72.568763733,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.087,,,,,,,,,,,79.00668335,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.239,,,,,,,,,,,82.305747986,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.391,,,,,,,,,,,80.996734619,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.543,,,,,,,,,,,78.084686279,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.695,,,,,,,,,,,75.699409485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.847,,,,,,,,,,,73.809051514,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,331.999,,,,,,,,,,,72.000656128,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.151,,,,,,,,,,,71.102020264,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.303,,,,,,,,,,,71.872238159,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.455,,,,,,,,,,,74.145469666,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.607,,,,,,,,,,,76.574386597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.759,,,,,,,,,,,78.788276672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,332.911,,,,,,,,,,,82.339805603,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.063,,,,,,,,,,,84.132209778,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.215,,,,,,,,,,,81.979415894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.367,,,,,,,,,,,76.508163452,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.519,,,,,,,,,,,67.886924744,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.671,,,,,,,,,,,63.8347435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.823,,,,,,,,,,,64.356285095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,333.975,,,,,,,,,,,66.019378662,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.127,,,,,,,,,,,67.66608429,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.279,,,,,,,,,,,68.083938599,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.431,,,,,,,,,,,67.540008545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.583,,,,,,,,,,,67.158508301,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.735,,,,,,,,,,,67.080833435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,334.887,,,,,,,,,,,67.184501648,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,335.039,,,,,,,,,,,67.778396606,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,335.191,,,,,,,,,,,69.677513123,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_6-5.las,31/6-5,335.343,,,,,,,,,,,72.143882751,,,,,,
