source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.0228,,,,,76.825401306,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.1748,,,,,69.98210907,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.3268,,,,,63.13891983,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.4788,,,,,56.295627594,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.6308,,,,,49.45243454,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.7828,,,,,42.609142303,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,411.9348,,,,,35.765850067,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.0868,,,,,39.405258179,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.2388,,,,,50.540969849,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.3908,,,,,61.814201355,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.5428,,,,,73.087440491,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.6948,,,,,84.360664368,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.8468,,,,,95.633903503,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,412.9988,,,,,106.43675232,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.1508,,,,,99.806312561,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.3028,,,,,92.558784485,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.4548,,,,,85.311355591,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.6068,,,,,78.063835144,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.7588,,,,,70.816398621,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,413.9108,,,,,63.568878174,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.0628,,,,,64.250556946,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.2148,,,,,74.46370697,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.3668,,,,,85.183197021,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.5188,,,,,95.902687073,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.6708,,,,,106.62218475,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.8228,,,,,117.34166718,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,414.9748,,,,,128.06115723,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.1268,,,,,119.86598969,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.2788,,,,,108.25247192,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.4308,,,,,96.48374176,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.5828,,,,,84.715003967,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.7348,,,,,72.946281433,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,415.8868,,,,,61.17755127,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,416.0388,,,,,52.031333923,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,416.1908,,,,,48.175621033,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-6 S.las,35/8-6 S,416.3428,,,,,44.800193787,,,,,,,,,,,,,,
