source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROPA,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.0,,,,,,77.342521667,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.152,,,,,,79.720443726,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.304,,,,,,82.098358154,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.456,,,,,,84.476280212,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.608,,,,,,86.854202271,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.76,,,,,,89.232116699,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,110.912,,,,,,91.610038757,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.064,,,,,,96.289863586,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.216,,,,,,104.13414764,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.368,,,,,,111.9784317,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.52,,,,,,119.82271576,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.672,,,,,,127.66700745,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.824,,,,,,135.5112915,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,111.976,,,,,,143.35557556,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.128,,,,,,139.75138855,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.28,,,,,,134.00061035,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.432,,,,,,128.24983215,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.584,,,,,,122.49904633,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.736,,,,,,116.74826813,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,112.888,,,,,,110.99748993,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.04,,,,,,105.60232544,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.192,,,,,,101.20288849,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.344,,,,,,96.803451538,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.496,,,,,,92.404014587,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.648,,,,,,88.004577637,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.8,,,,,,83.605148315,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,113.952,,,,,,79.205711365,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.104,,,,,,77.841140747,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.256,,,,,,77.877593994,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.408,,,,,,77.914054871,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.56,,,,,,77.950515747,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.712,,,,,,77.986976624,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,114.864,,,,,,78.0234375,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.016,,,,,,77.701095581,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.168,,,,,,74.328918457,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.32,,,,,,70.956741333,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.472,,,,,,67.584564209,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.624,,,,,,64.212387085,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.776,,,,,,60.840209961,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,115.928,,,,,,57.468032837,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.08,,,,,,56.552070618,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.232,,,,,,57.846702576,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.384,,,,,,59.141334534,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.536,,,,,,60.435966492,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.688,,,,,,61.730602264,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.84,,,,,,63.025234222,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,116.992,,,,,,64.319862366,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.144,,,,,,63.625972748,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.296,,,,,,62.821498871,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.448,,,,,,62.017021179,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.6,,,,,,61.212543488,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.752,,,,,,60.408069611,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,117.904,,,,,,59.603591919,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.056,,,,,,59.393806458,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.208,,,,,,60.203495026,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.36,,,,,,61.013183594,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.512,,,,,,61.822868347,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.664,,,,,,62.632556915,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.816,,,,,,63.442245483,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,118.968,,,,,,64.251930237,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.12,,,,,,64.963546753,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.272,,,,,,65.649009705,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.424,,,,,,66.334472656,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.576,,,,,,67.019935608,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.728,,,,,,67.70539856,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,119.88,,,,,,68.390861511,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.032,,,,,,68.519920349,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.184,,,,,,66.562461853,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.336,,,,,,64.605010986,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.488,,,,,,62.647556305,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.64,,,,,,60.690101624,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.792,,,,,,58.732646942,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,120.944,,,,,,56.775196075,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.096,,,,,,55.740592957,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.248,,,,,,55.244319916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.4,,,,,,54.74804306,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.552,,,,,,54.25177002,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.704,,,,,,53.755496979,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,121.856,,,,,,53.259223938,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.008,,,,,,52.965675354,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.16,,,,,,56.321201324,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.312,,,,,,59.676727295,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.464,,,,,,63.032253265,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.616,,,,,,66.387779236,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.768,,,,,,69.743309021,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,122.92,,,,,,73.098831177,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.072,,,,,,73.194091797,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.224,,,,,,69.66683197,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.376,,,,,,66.139579773,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.528,,,,,,62.612319946,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.68,,,,,,59.085063934,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.832,,,,,,55.557807922,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-23.las,15/9-23 Skardkollen,123.984,,,,,,52.03055191,,,,,,,,,,,,,,
