source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.15206909,,,,,,,,-95.34300232,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.30406909,,,,,,,0.6078354716,-94.09632111,,,21.747335434,,,324.30407715,427002.0625,6837585.5,-299.3040466
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.45606909,,,,,,,0.61979568,-91.48142242,,,21.370113373,,,324.45605469,427002.0625,6837585.5,-299.4560547
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.60806909,,,,,,,0.6302551627,-88.98741913,,,22.391471863,,,324.60806274,427002.0625,6837585.5,-299.6080627
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.76006909,,,,,,,0.6348632574,-86.24666595,,,21.624593735,,,324.7600708,427002.0625,6837585.5,-299.7600708
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,324.91206909,,,,,,,0.6376462579,-87.32828522,,,20.59752655,,,324.91207886,427002.0625,6837585.5,-299.9120789
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,325.06406909,,,,,,,0.6452904344,-90.6648941,,,19.392108917,,,325.06408691,427002.0625,6837585.5,-300.0640564
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,325.21606909,,,,,,,0.6539192796,-91.2088089,,,18.476234436,,,325.21606445,427002.0625,6837585.5,-300.2160645
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,325.36806909,,,,,,,0.6620192528,-91.34037018,,,18.892116547,,,325.36807251,427002.0625,6837585.5,-300.3680725
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,325.52006909,,,,,,,0.667489171,-88.16940308,,,18.586194992,,,325.52005005,427002.0625,6837585.5,-300.52005
Force_2020_all_wells_train_test_blind_hidden_final/33_5-2.las,33/5-2,325.67206909,,,,,,,0.6630522609,-83.71071625,,,17.285196304,,,325.67205811,427002.0625,6837585.5,-300.6720581
