source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,153.3631897,,,,,,,,,,,,,23.834899902,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,153.5151897,,,,,,,,,,,,,23.637924194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,153.6671897,,,,,,,,,,,,,24.337860107,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,153.8191897,,,,,,,,,,,,,24.642583847,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,153.9711897,,,,,,,,,,,,,24.397037506,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.1231897,,,,,,,,,,,,,24.054044724,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.2751897,,,,,,,,,,,,,24.605060577,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.4271897,,,,,,,,,,,,,25.737546921,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.5791897,,,,,,,,,,,,,25.859529495,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.7311897,,,,,,,,,,,,,25.473133087,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,154.8831897,,,,,,,,,,,,,25.466524124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.0351897,,,,,,,,,,,,,25.469320297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.1871897,,,,,,,,,,,,,24.034770966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.3391897,,,,,,,,,,,,,20.882656097,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.4911897,,,,,,,,,,,,,18.62550354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.6431897,,,,,,,,,,,,,17.440584183,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.7951897,,,,,,,,,,,,,17.464365005,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,155.9471897,,,,,,,,,,,,,17.661527634,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.0991897,,,,,,,,,,,,,17.673269272,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.2511897,,,,,,,,,,,,,17.485652924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.4031897,,,,,,,,,,,,,18.714725494,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.5551897,,,,,,,,,,,,,19.872499466,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.7071897,,,,,,,,,,,,,20.26966095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,156.8591897,,,,,,,,,,,,,19.482877731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.0111897,,,,,,,,,,,,,18.832939148,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.1631897,,,,,,,,,,,,,18.888933182,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.3151897,,,,,,,,,,,,,19.271842957,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.4671897,,,,,,,,,,,,,19.302001953,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.6191897,,,,,,,,,,,,,18.290164948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.7711897,,,,,,,,,,,,,18.113348007,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,157.9231897,,,,,,,,,,,,,19.384977341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.0751897,,,,,,,,,,,,,19.977563858,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.2271897,,,,,,,,,,,,,19.746149063,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.3791897,,,,,,,,,,,,,18.804815292,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.5311897,,,,,,,,,,,,,18.172937393,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.6831897,,,,,,,,,,,,,18.122133255,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.8351897,,,,,,,,,,,,,18.30639267,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,158.9871897,,,,,,,,,,,,,18.509145737,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.1391897,,,,,,,,,,,,,18.71181488,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.2911897,,,,,,,,,,,,,18.914583206,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.4431897,,,,,,,,,,,,,19.117256165,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.5951897,,,,,,,,,,,,,19.767049789,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.7471897,,,,,,,,,,,,,19.967895508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,159.8991897,,,,,,,,,,,,,20.841651917,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.0511897,,,,,,,,,,,,,20.953464508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.2031897,,,,,,,,,,,,,20.471200943,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.3551897,,,,,,,,,,,,,19.521747589,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.5071897,,,,,,,,,,,,,18.430187225,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.6591897,,,,,,,,,,,,,17.563095093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.8111897,,,,,,,,,,,,,17.372831345,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,160.9631897,,,,,,,,,,,,,17.188644409,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.1151897,,,,,,,,,,,,,17.236312866,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.2671897,,,,,,,,,,,,,17.525279999,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.4191897,,,,,,,,,,,,,18.595556259,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.5711897,,,,,,,,,,,,,19.041437149,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.7231897,,,,,,,,,,,,,17.969873428,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,161.8751897,,,,,,,,,,,,,16.666717529,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.0271897,,,,,,,,,,,,,16.053951263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.1791897,,,,,,,,,,,,,15.982357979,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.3311897,,,,,,,,,,,,,16.083608627,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.4831897,,,,,,,,,,,,,16.935007095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.6351897,,,,,,,,,,,,,17.985929489,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.7871897,,,,,,,,,,,,,19.302564621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,162.9391897,,,,,,,,,,,,,20.3138237,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.0911897,,,,,,,,,,,,,20.758859634,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.2431897,,,,,,,,,,,,,20.118877411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.3951897,,,,,,,,,,,,,19.144441605,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.5471897,,,,,,,,,,,,,18.346328735,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.6991897,,,,,,,,,,,,,18.215400696,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,163.8511897,,,,,,,,,,,,,18.382350922,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.0031897,,,,,,,,,,,,,18.960235596,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.1551897,,,,,,,,,,,,,19.199655533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.3071897,,,,,,,,,,,,,19.933416367,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.4591897,,,,,,,,,,,,,20.844753265,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.6111897,,,,,,,,,,,,,21.601041794,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.7631897,,,,,,,,,,,,,21.123434067,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,164.9151897,,,,,,,,,,,,,19.604879379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.0671897,,,,,,,,,,,,,18.074542999,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.2191897,,,,,,,,,,,,,17.205720901,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.3711897,,,,,,,,,,,,,16.73682785,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.5231897,,,,,,,,,,,,,15.950147629,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.6751897,,,,,,,,,,,,,15.684605598,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.8271897,,,,,,,,,,,,,16.91012764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,165.9791897,,,,,,,,,,,,,19.143558502,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.1311897,,,,,,,,,,,,,21.237039566,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.2831897,,,,,,,,,,,,,22.011058807,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.4351897,,,,,,,,,,,,,20.976602554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.5871897,,,,,,,,,,,,,19.554822922,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.7391897,,,,,,,,,,,,,18.528348923,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,166.8911897,,,,,,,,,,,,,18.476034164,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.0431897,,,,,,,,,,,,,19.202320099,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.1951897,,,,,,,,,,,,,19.662937164,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.3471897,,,,,,,,,,,,,19.747085571,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.4991897,,,,,,,,,,,,,19.905719757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.6511897,,,,,,,,,,,,,19.96182251,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.8031897,,,,,,,,,,,,,19.968929291,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,167.9551897,,,,,,,,,,,,,19.675987244,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.1071897,,,,,,,,,,,,,19.58206749,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.2591897,,,,,,,,,,,,,19.589321136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.4111897,,,,,,,,,,,,,19.596601486,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.5631897,,,,,,,,,,,,,19.603956223,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.7151897,,,,,,,,,,,,,19.906232834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,168.8671897,,,,,,,,,,,,,20.85244751,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.0191897,,,,,,,,,,,,,22.055007935,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.1711897,,,,,,,,,,,,,23.08631134,,,,,,
